station,station_name,go_live_date,region,status,lat,lon
4202,Abbot Kinney & Cadiz,7/7/2017,Westside,Inactive,33.991161,-118.468292
4204,Washington & Abbot Kinney,7/7/2017,Westside,Inactive,33.988419,-118.45163
4205,Venice & Lincoln,7/7/2017,Westside,Inactive,33.993771,-118.453667
4206,California & Lincoln,7/7/2017,Westside,Inactive,33.998341,-118.461014
4207,Rose & 7th,7/7/2017,Westside,Inactive,34.000881,-118.46891
4208,Rose & Rennie,7/7/2017,Westside,Inactive,33.99868,-118.472977
4209,Rose & Main,7/7/2017,Westside,Inactive,33.996239,-118.477448
4210,Ocean Front Walk & North Venice,7/7/2017,Westside,Inactive,33.984341,-118.47155
4211,Pacific & North Venice,7/7/2017,Westside,Inactive,33.984928000000004,-118.469963
4212,Windward & Main,7/7/2017,Westside,Inactive,33.988129,-118.471741
4213,7th & Westminster,7/7/2017,Westside,Inactive,33.995369000000004,-118.464798
4214,Ocean Front Walk & Navy,7/7/2017,Westside,Inactive,33.99556,-118.481552
4215,Downtown Santa Monica Expo Line Station,7/7/2017,Westside,Inactive,34.014309000000004,-118.491341
4216,17th St / SMC Expo Line Station,7/7/2017,Westside,Inactive,34.023392,-118.479637
4220,Park & Echo Park,9/28/2017,DTLA,Active,34.074829,-118.258728
4227,Grand / LATTC,12/15/2017,DTLA,Active,34.0298,-118.270309
4244,Expo Park/USC Station,6/28/2018,DTLA,Inactive,34.018059,-118.286728
4245,University & Hoover,7/8/2018,DTLA,Active,34.02404,-118.283409
4246,32nd & Figueroa,7/3/2018,DTLA,Active,34.023708,-118.279167
4247,25th & Vermont,5/29/2019,DTLA,Active,34.033642,-118.291313
4248,29th & Ellendale,7/2/2018,DTLA,Active,34.028351,-118.288673
4249,Figueroa & McCarthy Way,6/29/2018,DTLA,Active,34.020302,-118.281181
4250,Severance & Adams,7/9/2018,DTLA,Active,34.03017,-118.280952
4254,Hoover & 29th,6/28/2018,DTLA,Active,34.028679,-118.284111
4266,28th & Figueroa,11/29/2018,DTLA,Active,34.026291,-118.277687
4267,28th & University,8/23/2018,DTLA,Active,34.027618,-118.280678
4273,Hoover & 32nd,10/8/2018,DTLA,Active,34.025859999999994,-118.284103
4275,Expo Park/LAFC,12/18/2018,DTLA,Active,34.01252,-118.285896
4276,Mariachi Plaza,12/2/2018,DTLA,Inactive,34.04739,-118.218849
4293,Westlake & 3rd,1/25/2019,DTLA,Active,34.062279,-118.271523
4300,Union & Olympic,1/24/2019,DTLA,Active,34.04887,-118.2743
4301,Maubert & Vermont,6/18/2019,DTLA,Active,34.099049,-118.291496
4302,Vermont Pl & Vermont,6/19/2019,DTLA,Active,34.092490999999995,-118.291443
4303,Sunset & Virgil,6/18/2019,DTLA,Active,34.098011,-118.287071
4304,Shatto Pl & Wilshire,1/28/2019,DTLA,Active,34.06258,-118.290092
4306,8th & Vermont,1/29/2019,DTLA,Active,34.057652000000004,-118.292183
4311,7th & Berendo,2/7/2019,DTLA,Active,34.059689,-118.29466200000002
4312,4th & Vermont,2/7/2019,DTLA,Active,34.066990000000004,-118.290878
4313,Westlake/Macarthur Park Station,2/6/2019,DTLA,Active,34.056808000000004,-118.275002
4314,7th & Park View,2/8/2019,DTLA,Active,34.057709,-118.279762
4315,Union & 7th,2/6/2019,DTLA,Active,34.054031,-118.27092
4322,Venice & Inglewood,2/27/2019,Westside,Active,34.005871,-118.429161
4323,Venice & Beethoven,2/27/2019,Westside,Active,33.99958,-118.44136
4324,Palms & Motor,2/27/2019,Westside,Active,34.02655,-118.40846299999998
4325,Venice & Clarington,2/27/2019,Westside,Active,34.022518,-118.400589
4328,Sepulveda & Palms,2/27/2019,Westside,Active,34.020061,-118.422684
4329,Palms & National,2/27/2019,Westside,Active,34.029121,-118.403168
4330,Bagley & Venice,2/27/2019,Westside,Active,34.025688,-118.395302
4331,Venice & Colonial,2/27/2019,Westside,Active,34.00351,-118.43438
4332,National & Motor,2/27/2019,Westside,Active,34.02948,-118.410469
4333,Venice & Walgrove,2/27/2019,Westside,Active,33.997231,-118.445969
4334,Venice & Motor,2/27/2019,Westside,Active,34.02018,-118.40403
4335,Venice & Hughes,2/27/2019,Westside,Active,34.023392,-118.399223
4336,Barrington & National,2/28/2019,Westside,Active,34.022449,-118.438332
4337,Inglewood & Braddock,5/22/2019,Westside,Active,33.993019,-118.414909
4338,Sepulveda & Venice,7/2/2019,Westside,Active,34.01376,-118.417801
4340,17th St / SMC Expo Line Station,2/27/2019,Westside,Active,34.02338,-118.479637
4341,7th & Westminster,2/27/2019,Westside,Active,33.9953,-118.464844
4342,Abbot Kinney & Cadiz,2/27/2019,Westside,Active,33.991161,-118.468292
4343,California & Lincoln,2/27/2019,Westside,Active,33.998321999999995,-118.460983
4344,Downtown Santa Monica Expo Line Station,2/27/2019,Westside,Active,34.014309000000004,-118.491341
4345,Ocean Front Walk & Navy,2/27/2019,Westside,Active,33.995579,-118.481422
4346,Ocean Front Walk & North Venice,2/27/2019,Westside,Active,33.984341,-118.47155
4347,Pacific & North Venice,2/27/2019,Westside,Active,33.984928000000004,-118.469963
4348,Rose & 7th,2/27/2019,Westside,Active,34.000881,-118.46891
4349,Rose & Main,2/27/2019,Westside,Active,33.996239,-118.477448
4350,Rose & Rennie,2/27/2019,Westside,Active,33.9986,-118.472977
4351,Venice & Lincoln,2/27/2019,Westside,Active,33.993728999999995,-118.45356
4352,Washington & Abbot Kinney,2/27/2019,Westside,Active,33.988419,-118.45163
4353,Windward & Main,2/27/2019,Westside,Active,33.988129,-118.471741
4354,Venice & Glendon,2/27/2019,Westside,Active,34.017681,-118.409081
4356,CicLAvia Downtown Culver City Hub,3/1/2019,Westside,Inactive,34.027771,-118.38726
4357,CicLAvia Palms Hub,3/1/2019,Westside,Inactive,34.028659999999995,-118.410294
4369,Pop-up Station at CicLAvia Culver City Hub,3/1/2019,Westside,Inactive,34.024570000000004,-118.394081
4372,Public Bike Rack: Culver City Expo Line,3/19/2019,Westside,Active,34.027882,-118.388901
4373,_ReUse Westside Only_01,3/19/2019,Westside,Inactive,34.161709,-118.372849
4374,_ReUse Westside Only_02,3/19/2019,Westside,Inactive,34.168751,-118.36187
4378,Palms & Kelton,3/21/2019,Westside,Active,34.022331,-118.415771
4379,Sepulveda & Charnock,3/20/2019,Westside,Active,34.017368,-118.420601
4380,Centinela & Lucile,3/20/2019,Westside,Active,33.982921999999995,-118.410927
4381,Sepulveda & Lucerne,3/20/2019,Westside,Active,34.00021,-118.402222
4382,Westwood & National,3/20/2019,Westside,Active,34.030472,-118.420982
4383,McLaughlin & Venice,4/29/2019,Westside,Active,34.009021999999995,-118.425011
4384,Inglewood & Ballona,7/2/2019,Westside,Active,33.990318,-118.412048
4385,Public Bike Rack: Westwood/Rancho Park Expo Line,3/19/2019,Westside,Active,34.036678,-118.425339
4387,Row DTLA,4/1/2019,DTLA,Active,34.03352,-118.24183700000002
4389,Expo/Sepulveda Expo Line Station,5/6/2019,Westside,Active,34.035351,-118.434143
4390,Kenmore & 3rd,5/9/2019,DTLA,Active,34.069271,-118.296593
4393,Durango & Venice,7/3/2019,Westside,Active,34.026829,-118.393517
4394,Westlawn & Beatrice,7/3/2019,Westside,Active,33.980789,-118.414902
4395,Del Rey Day Pop-up,9/15/2019,Westside,Inactive,33.984821000000004,-118.431129
4396,Sepulveda & National,5/22/2019,Westside,Active,34.02697,-118.428207
4397,Mar Vista Rec Center,5/17/2019,Westside,Active,34.01688,-118.428452
4400,Newton & Central,6/11/2019,DTLA,Active,34.027828,-118.247139
4401,Vermont & Beverly,5/31/2019,DTLA,Active,34.075611,-118.291862
4402,Pop Hollywood Ciclavia Walk of Fame Hub,8/18/2019,DTLA,Inactive,34.101509,-118.33979
4404,Albany & Olympic,6/4/2019,DTLA,Active,34.04813,-118.271027
4405,Berendo & Olympic,6/25/2019,DTLA,Active,34.051899,-118.293678
4406,Normandie & Hollywood,8/15/2019,DTLA,Active,34.101890999999995,-118.30061299999998
4407,Pop Hollywood Ciclavia Barnsdall Art Park Hub,8/18/2019,DTLA,Inactive,34.101871,-118.29377
4408,Venice & Sawtelle,6/5/2019,Westside,Active,34.011799,-118.419441
4409,Maxella & Del Ray,6/5/2019,Westside,Active,33.986511,-118.441917
4410,Kenmore & 6th,6/4/2019,DTLA,Active,34.063351000000004,-118.296799
4413,Lankershim & Vineland,8/5/2019,North Hollywood,Active,34.158321,-118.370811
4414,Chandler & Colfax,8/5/2019,North Hollywood,Active,34.16835,-118.387497
4415,Chandler & Laurel Canyon,8/5/2019,North Hollywood,Active,34.168331,-118.396156
4416,Riverside & Colfax,8/5/2019,North Hollywood,Active,34.157581,-118.38826
4417,Magnolia & Cartwright,8/5/2019,North Hollywood,Active,34.164951,-118.363632
4418,Lankershim & Moorpark,8/5/2019,North Hollywood,Active,34.150688,-118.366127
4419,Magnolia & Clybourn,8/5/2019,North Hollywood,Active,34.165218,-118.355148
4420,North Hollywood Station,8/5/2019,North Hollywood,Active,34.168629,-118.377068
4422,Riverside & Cahuenga,8/5/2019,North Hollywood,Active,34.152142,-118.361954
4425,Mariota & Riverside,8/5/2019,North Hollywood,Active,34.152,-118.350601
4426,Tujunga & Moorpark,8/5/2019,North Hollywood,Active,34.149871999999995,-118.378891
4427,Vineland & Otsego,8/5/2019,North Hollywood,Active,34.162861,-118.370201
4428,Lankershim & Hesby,8/5/2019,North Hollywood,Active,34.161709,-118.372818
4429,Chandler & Cahuenga,8/5/2019,North Hollywood,Active,34.168751,-118.36187
4430,Vineland & Burbank,8/5/2019,North Hollywood,Active,34.172451,-118.370369
4431,Lankershim & Califa,8/5/2019,North Hollywood,Active,34.17765,-118.382309
4432,Public Bike Rack: Universal City/Studio City Red Line Station,8/23/2019,North Hollywood,Active,34.139568,-118.362251
4435,Centre & 6th,8/28/2019,Port of LA,Inactive,33.738991,-118.28363
4436,Vermont & Franklin,9/4/2019,DTLA,Active,34.105782,-118.291939
4437,Franklin & Hillhurst,9/4/2019,DTLA,Active,34.105358,-118.28727
4438,Hoover & Fountain,9/5/2019,DTLA,Active,34.094929,-118.284561
4439,Santa Monica & Virgil,12/13/2019,DTLA,Active,34.090969,-118.286247
4440,Wilshire & Alexandria,9/11/2019,DTLA,Active,34.061661,-118.298241
4441,University & 30th,9/11/2019,DTLA,Active,34.026619000000004,-118.281807
4442,Normandie & Sunset,9/12/2019,DTLA,Active,34.098,-118.300468
4443,Flower & Jefferson,9/12/2019,DTLA,Active,34.02166,-118.278687
4444,Wilshire & Hobart,9/26/2019,DTLA,Active,34.061619,-118.305573
4445,Sunset & Douglas,9/18/2019,DTLA,Active,34.073639,-118.251572
4446,James M. Wood & Alvarado,10/2/2019,DTLA,Active,34.05323,-118.278419
4447,Rampart & Wilshire,10/2/2019,DTLA,Active,34.0616,-118.28199
4448,23rd St & Flower,10/3/2019,DTLA,Active,34.03027,-118.273193
4449,12th & Valencia,9/25/2019,DTLA,Active,34.04557,-118.274193
4450,Virgil & 6th,11/13/2019,DTLA,Active,34.063492,-118.287163
4451,Melbourne & Vermont,10/9/2019,DTLA,Active,34.103629999999995,-118.291313
4452,Hillhurst & Kingswell,10/9/2019,DTLA,Active,34.102329,-118.28746
4453,Lucile & Hoover,9/25/2019,DTLA,Active,34.082649,-118.284393
4454,Vermont & Exposition,11/7/2019,DTLA,Active,34.017899,-118.291718
4455,Rowena & Hyperion,11/12/2019,DTLA,Active,34.109359999999995,-118.271812
4456,Ardmore & Olympic,11/6/2019,DTLA,Active,34.052429,-118.302017
4457,Hollywood & Rodney,11/6/2019,DTLA,Active,34.100109,-118.289864
4458,Culver & Centinela,10/15/2019,Westside,Active,33.990971,-118.421127
4459,Culver & McConnell,10/15/2019,Westside,Active,33.985611,-118.425438
4460,Culver & Inglewood,10/17/2019,Westside,Active,33.99485,-118.417961
4461,Rose & Overland,10/17/2019,Westside,Active,34.027649,-118.413559
4462,Overland & Charnock,10/18/2019,Westside,Active,34.022018,-118.409378
4463,Tujunga & Hatteras,10/16/2019,North Hollywood,Active,34.175671,-118.378967
4469,Playa Vista Library,11/5/2019,Westside,Active,33.970242,-118.426071
4470,McConnell & Runway,11/5/2019,Westside,Active,33.976189,-118.418419
4472,Santa Monica & Sunset,11/21/2019,DTLA,Active,34.092602,-118.28093
4473,Vendome & Beverly,11/26/2019,DTLA,Active,34.07159,-118.282288
4474,Ambrose & Hillhurst,1/15/2020,DTLA,Active,34.110031,-118.287163
4475,San Pedro & Winston,1/15/2020,DTLA,Active,34.045181,-118.243248
4476,Sunset & Silver Lake,2/19/2020,DTLA,Active,34.08252,-118.27272
4478,Tracy & Hyperion,1/8/2020,DTLA,Active,34.104240000000004,-118.273697
4479,Ellendale Pl & Adams,1/9/2020,DTLA,Active,34.031502,-118.288742
4480,Figueroa Plaza,11/7/2019,DTLA,Active,34.05896,-118.250587
4482,Wilcox & Fountain,11/12/2019,DTLA,Active,34.094372,-118.331009
4483,Glendale & Silver Lake,11/21/2019,DTLA,Active,34.1007,-118.259117
4484,Campus Center Drive,11/19/2019,Westside,Active,33.978821,-118.407562
4490,Figueroa & 4th,12/11/2019,DTLA,Active,34.053551,-118.25583600000002
4491,Main & Winston,12/11/2019,DTLA,Active,34.04744,-118.24794
4493,Sunset Triangle Plaza,12/18/2019,DTLA,Active,34.090278999999995,-118.277191
4494,Laveta Terrace & Sunset,1/8/2020,DTLA,Active,34.075981,-118.256012
4496,Concert Park,2/27/2020,Westside,Active,33.97298,-118.423943
4499,Victory & Colfax,3/5/2020,North Hollywood,Active,34.186569,-118.388008
4500,Burbank & Cahuenga,3/5/2020,North Hollywood,Active,34.1721,-118.361816
4503,Stanford & Washington,2/27/2020,Westside,Active,33.9897,-118.448883
4504,Vista Del Mar & Culver,2/18/2020,Westside,Active,33.95879,-118.44828
4505,Glen Alla Park,2/13/2020,Westside,Active,33.984852000000004,-118.43164099999998
4508,Ciclavia South Central Hub,2/23/2020,DTLA,Inactive,34.017941,-118.255417
4497,Riverside & Laurel Canyon,4/14/2020,North Hollywood,Active,34.15749,-118.39576
4498,Vineland & Oxnard,4/14/2020,North Hollywood,Active,34.17989,-118.370422
4524,Wilshire & Normandie,4/17/2020,DTLA,Active,34.06163,-118.301193
4523,Western & 3rd,4/22/2020,DTLA,Active,34.068748,-118.30928
4502,North Hollywood Plaza,4/23/2020,North Hollywood,Active,34.16552,-118.375153
4512,Figueroa & 11th,5/12/2020,DTLA,Active,34.043812,-118.264969
